id,common_name,scientific_name,aliases,retail_group,care_profile_id,description,care_summary,light_category,water_category,humidity_category,soil_category,airflow_notes,difficulty,pet_safety,data_quality,listing_keywords
saguaro-cactus,Saguaro Cactus,Carnegiea gigantea,,succulent_cactus,CACTUS,"Saguaro Cactus is a cactus commonly sold for sculptural shape and low-water care. Listings should note size, pot diameter, spine handling, and sun acclimation.","High light with direct sun after acclimation. Water deeply but infrequently; keep mostly dry, especially in cool months. Low humidity preferred. Soil: Mineral-heavy cactus mix with excellent drainage.",direct_sun,very_low_water,low,cactus_mineral_gritty,Strong airflow and fast drying reduce rot risk.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Saguaro Cactus, succulent cactus, Cactus / arid desert plant, plant care, rooted plant, local pickup"
fairy-castle-cactus,Fairy Castle Cactus,Acanthocereus tetragonus,,succulent_cactus,CACTUS,"Fairy Castle Cactus is a cactus commonly sold for sculptural shape and low-water care. Listings should note size, pot diameter, spine handling, and sun acclimation.","High light with direct sun after acclimation. Water deeply but infrequently; keep mostly dry, especially in cool months. Low humidity preferred. Soil: Mineral-heavy cactus mix with excellent drainage.",direct_sun,very_low_water,low,cactus_mineral_gritty,Strong airflow and fast drying reduce rot risk.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Fairy Castle Cactus, succulent cactus, Cactus / arid desert plant, plant care, rooted plant, local pickup"
fishbone-cactus,Fishbone Cactus,Disocactus anguliger,Ric rac cactus,houseplant_succulent,EPIPHYTE_HOYA,"Fishbone Cactus is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Fishbone Cactus, houseplant succulent, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
orchid-cactus,Orchid Cactus,Epiphyllum oxypetalum,Queen of the night,houseplant_succulent,EPIPHYTE_HOYA,"Orchid Cactus is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Orchid Cactus, houseplant succulent, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
moon-cactus,Moon Cactus,Gymnocalycium mihanovichii,,succulent_cactus,CACTUS,"Moon Cactus is a cactus commonly sold for sculptural shape and low-water care. Listings should note size, pot diameter, spine handling, and sun acclimation.","High light with direct sun after acclimation. Water deeply but infrequently; keep mostly dry, especially in cool months. Low humidity preferred. Soil: Mineral-heavy cactus mix with excellent drainage.",direct_sun,very_low_water,low,cactus_mineral_gritty,Strong airflow and fast drying reduce rot risk.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Moon Cactus, succulent cactus, Cactus / arid desert plant, plant care, rooted plant, local pickup"
mistletoe-cactus,Mistletoe Cactus,Rhipsalis baccifera,Rhipsalis,houseplant_succulent,EPIPHYTE_HOYA,"Mistletoe Cactus is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Mistletoe Cactus, houseplant succulent, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
hoya-carnosa,Hoya Carnosa,Hoya carnosa,Wax plant,houseplant_hoya,EPIPHYTE_HOYA,"Hoya Carnosa is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hoya Carnosa, houseplant hoya, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
hoya-compacta,Hoya Compacta,Hoya carnosa 'Compacta',Hindu rope,houseplant_hoya,EPIPHYTE_HOYA,"Hoya Compacta is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hoya Compacta, houseplant hoya, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
hoya-kerrii,Hoya Kerrii,Hoya kerrii,Sweetheart hoya,houseplant_hoya,EPIPHYTE_HOYA,"Hoya Kerrii is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hoya Kerrii, houseplant hoya, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
hoya-pubicalyx,Hoya Pubicalyx,Hoya pubicalyx,,houseplant_hoya,EPIPHYTE_HOYA,"Hoya Pubicalyx is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hoya Pubicalyx, houseplant hoya, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
hoya-curtisii,Hoya Curtisii,Hoya curtisii,,houseplant_hoya,EPIPHYTE_HOYA,"Hoya Curtisii is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hoya Curtisii, houseplant hoya, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
hoya-linearis,Hoya Linearis,Hoya linearis,,houseplant_hoya,EPIPHYTE_HOYA,"Hoya Linearis is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hoya Linearis, houseplant hoya, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
string-of-nickels,String of Nickels,Dischidia nummularia,Dischidia,houseplant_hoya,EPIPHYTE_HOYA,"String of Nickels is an epiphytic trailing or climbing plant popular with collectors for waxy leaves and potential blooms. Listings should note node count, rooted status, and whether it has active growth or peduncles.","Bright indirect light; some gentle direct sun supports flowering. Let mix dry partly to mostly between waterings; avoid heavy wet soil. Average humidity works; higher humidity helps growth. Soil: Airy epiphyte mix with orchid bark, perlite/pumice, and light organic matter.",bright_indirect_to_gentle_sun,moderate_to_dry,average_to_high,epiphyte_chunky,Good airflow supports healthy vines and reduces fungal issues.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"String of Nickels, houseplant hoya, Hoya / epiphytic succulent vine, plant care, rooted plant, local pickup"
phalaenopsis-orchid,Phalaenopsis Orchid,Phalaenopsis spp.,Moth orchid,orchid,ORCHID_EPIPHYTE,"Phalaenopsis Orchid is an orchid sold for long-lasting flowers, unique growth form, or collector appeal. Listings should state whether it is in spike, bloom, seedling, division, or established plant form.","Bright filtered light; avoid hot direct sun unless the species prefers it. Water when bark/moss approaches dry; never keep roots stagnant. Moderate to high humidity with airflow. Soil: Orchid bark, sphagnum, mounted culture, or species-appropriate epiphyte media.",bright_indirect,wet_dry_epiphyte,average_to_high,orchid_bark_sphagnum,Air movement is critical around roots and leaves.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Phalaenopsis Orchid, orchid, Epiphytic orchid, plant care, rooted plant, local pickup"
dendrobium-orchid,Dendrobium Orchid,Dendrobium spp.,,orchid,ORCHID_EPIPHYTE,"Dendrobium Orchid is an orchid sold for long-lasting flowers, unique growth form, or collector appeal. Listings should state whether it is in spike, bloom, seedling, division, or established plant form.","Bright filtered light; avoid hot direct sun unless the species prefers it. Water when bark/moss approaches dry; never keep roots stagnant. Moderate to high humidity with airflow. Soil: Orchid bark, sphagnum, mounted culture, or species-appropriate epiphyte media.",bright_indirect,wet_dry_epiphyte,average_to_high,orchid_bark_sphagnum,Air movement is critical around roots and leaves.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Dendrobium Orchid, orchid, Epiphytic orchid, plant care, rooted plant, local pickup"
oncidium-orchid,Oncidium Orchid,Oncidium spp.,Dancing lady orchid,orchid,ORCHID_EPIPHYTE,"Oncidium Orchid is an orchid sold for long-lasting flowers, unique growth form, or collector appeal. Listings should state whether it is in spike, bloom, seedling, division, or established plant form.","Bright filtered light; avoid hot direct sun unless the species prefers it. Water when bark/moss approaches dry; never keep roots stagnant. Moderate to high humidity with airflow. Soil: Orchid bark, sphagnum, mounted culture, or species-appropriate epiphyte media.",bright_indirect,wet_dry_epiphyte,average_to_high,orchid_bark_sphagnum,Air movement is critical around roots and leaves.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Oncidium Orchid, orchid, Epiphytic orchid, plant care, rooted plant, local pickup"
cattleya-orchid,Cattleya Orchid,Cattleya spp.,,orchid,ORCHID_EPIPHYTE,"Cattleya Orchid is an orchid sold for long-lasting flowers, unique growth form, or collector appeal. Listings should state whether it is in spike, bloom, seedling, division, or established plant form.","Bright filtered light; avoid hot direct sun unless the species prefers it. Water when bark/moss approaches dry; never keep roots stagnant. Moderate to high humidity with airflow. Soil: Orchid bark, sphagnum, mounted culture, or species-appropriate epiphyte media.",bright_indirect,wet_dry_epiphyte,average_to_high,orchid_bark_sphagnum,Air movement is critical around roots and leaves.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Cattleya Orchid, orchid, Epiphytic orchid, plant care, rooted plant, local pickup"
vanda-orchid,Vanda Orchid,Vanda spp.,,orchid,ORCHID_EPIPHYTE,"Vanda Orchid is an orchid sold for long-lasting flowers, unique growth form, or collector appeal. Listings should state whether it is in spike, bloom, seedling, division, or established plant form.","Bright filtered light; avoid hot direct sun unless the species prefers it. Water when bark/moss approaches dry; never keep roots stagnant. Moderate to high humidity with airflow. Soil: Orchid bark, sphagnum, mounted culture, or species-appropriate epiphyte media.",bright_indirect,wet_dry_epiphyte,average_to_high,orchid_bark_sphagnum,Air movement is critical around roots and leaves.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Vanda Orchid, orchid, Epiphytic orchid, plant care, rooted plant, local pickup"
cymbidium-orchid,Cymbidium Orchid,Cymbidium spp.,,orchid,ORCHID_EPIPHYTE,"Cymbidium Orchid is an orchid sold for long-lasting flowers, unique growth form, or collector appeal. Listings should state whether it is in spike, bloom, seedling, division, or established plant form.","Bright filtered light; avoid hot direct sun unless the species prefers it. Water when bark/moss approaches dry; never keep roots stagnant. Moderate to high humidity with airflow. Soil: Orchid bark, sphagnum, mounted culture, or species-appropriate epiphyte media.",bright_indirect,wet_dry_epiphyte,average_to_high,orchid_bark_sphagnum,Air movement is critical around roots and leaves.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Cymbidium Orchid, orchid, Epiphytic orchid, plant care, rooted plant, local pickup"
guzmania-bromeliad,Guzmania Bromeliad,Guzmania lingulata,Bromeliad,bromeliad,ORCHID_EPIPHYTE,"Guzmania Bromeliad is an orchid sold for long-lasting flowers, unique growth form, or collector appeal. Listings should state whether it is in spike, bloom, seedling, division, or established plant form.","Bright filtered light; avoid hot direct sun unless the species prefers it. Water when bark/moss approaches dry; never keep roots stagnant. Moderate to high humidity with airflow. Soil: Orchid bark, sphagnum, mounted culture, or species-appropriate epiphyte media.",bright_indirect,wet_dry_epiphyte,average_to_high,orchid_bark_sphagnum,Air movement is critical around roots and leaves.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Guzmania Bromeliad, bromeliad, Epiphytic orchid, plant care, rooted plant, local pickup"
neoregelia-bromeliad,Neoregelia Bromeliad,Neoregelia carolinae,Bromeliad,bromeliad,ORCHID_EPIPHYTE,"Neoregelia Bromeliad is an orchid sold for long-lasting flowers, unique growth form, or collector appeal. Listings should state whether it is in spike, bloom, seedling, division, or established plant form.","Bright filtered light; avoid hot direct sun unless the species prefers it. Water when bark/moss approaches dry; never keep roots stagnant. Moderate to high humidity with airflow. Soil: Orchid bark, sphagnum, mounted culture, or species-appropriate epiphyte media.",bright_indirect,wet_dry_epiphyte,average_to_high,orchid_bark_sphagnum,Air movement is critical around roots and leaves.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Neoregelia Bromeliad, bromeliad, Epiphytic orchid, plant care, rooted plant, local pickup"
air-plant,Air Plant,Tillandsia ionantha,Tillandsia,air_plant,AIR_PLANT,"Air Plant is a soil-free epiphyte often sold in displays, bundles, or mounted arrangements. Listings should mention size, bloom stage, and post-watering drying instructions.","Bright indirect light with some gentle morning sun. Soak or rinse regularly, then dry fully within a few hours. Average to moderate humidity. Soil: No soil; mount in a breathable display.",bright_indirect_to_gentle_sun,soak_and_dry,average,no_soil_epiphyte,Very important: plants must dry after watering.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Air Plant, air plant, Air plant / tillandsia, plant care, rooted plant, local pickup"
staghorn-fern,Staghorn Fern,Platycerium bifurcatum,,fern,FERN_MOIST,"Staghorn Fern is a fern valued for soft texture and lush foliage. Listings should mention humidity acclimation, pot size, and whether fronds have any normal shipping/cosmetic crisping.","Medium to bright indirect light; avoid hot direct sun. Keep evenly moist, not soggy; avoid drying completely. High humidity preferred; dry air causes crisp fronds. Soil: Moist, organic, well-draining fern mix.",medium_to_bright_indirect,even_moist,high,moist_fern_mix,Gentle airflow helps prevent disease while retaining humidity.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Staghorn Fern, fern, Moisture-loving fern, plant care, rooted plant, local pickup"
boston-fern,Boston Fern,Nephrolepis exaltata,,fern,FERN_MOIST,"Boston Fern is a fern valued for soft texture and lush foliage. Listings should mention humidity acclimation, pot size, and whether fronds have any normal shipping/cosmetic crisping.","Medium to bright indirect light; avoid hot direct sun. Keep evenly moist, not soggy; avoid drying completely. High humidity preferred; dry air causes crisp fronds. Soil: Moist, organic, well-draining fern mix.",medium_to_bright_indirect,even_moist,high,moist_fern_mix,Gentle airflow helps prevent disease while retaining humidity.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Boston Fern, fern, Moisture-loving fern, plant care, rooted plant, local pickup"
maidenhair-fern,Maidenhair Fern,Adiantum raddianum,,fern,FERN_MOIST,"Maidenhair Fern is a fern valued for soft texture and lush foliage. Listings should mention humidity acclimation, pot size, and whether fronds have any normal shipping/cosmetic crisping.","Medium to bright indirect light; avoid hot direct sun. Keep evenly moist, not soggy; avoid drying completely. High humidity preferred; dry air causes crisp fronds. Soil: Moist, organic, well-draining fern mix.",medium_to_bright_indirect,even_moist,high,moist_fern_mix,Gentle airflow helps prevent disease while retaining humidity.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Maidenhair Fern, fern, Moisture-loving fern, plant care, rooted plant, local pickup"
bird-s-nest-fern,Bird's Nest Fern,Asplenium nidus,,fern,FERN_MOIST,"Bird's Nest Fern is a fern valued for soft texture and lush foliage. Listings should mention humidity acclimation, pot size, and whether fronds have any normal shipping/cosmetic crisping.","Medium to bright indirect light; avoid hot direct sun. Keep evenly moist, not soggy; avoid drying completely. High humidity preferred; dry air causes crisp fronds. Soil: Moist, organic, well-draining fern mix.",medium_to_bright_indirect,even_moist,high,moist_fern_mix,Gentle airflow helps prevent disease while retaining humidity.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Bird's Nest Fern, fern, Moisture-loving fern, plant care, rooted plant, local pickup"
kangaroo-paw-fern,Kangaroo Paw Fern,Microsorum diversifolium,,fern,FERN_MOIST,"Kangaroo Paw Fern is a fern valued for soft texture and lush foliage. Listings should mention humidity acclimation, pot size, and whether fronds have any normal shipping/cosmetic crisping.","Medium to bright indirect light; avoid hot direct sun. Keep evenly moist, not soggy; avoid drying completely. High humidity preferred; dry air causes crisp fronds. Soil: Moist, organic, well-draining fern mix.",medium_to_bright_indirect,even_moist,high,moist_fern_mix,Gentle airflow helps prevent disease while retaining humidity.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Kangaroo Paw Fern, fern, Moisture-loving fern, plant care, rooted plant, local pickup"
lemon-button-fern,Lemon Button Fern,Nephrolepis cordifolia 'Duffii',,fern,FERN_MOIST,"Lemon Button Fern is a fern valued for soft texture and lush foliage. Listings should mention humidity acclimation, pot size, and whether fronds have any normal shipping/cosmetic crisping.","Medium to bright indirect light; avoid hot direct sun. Keep evenly moist, not soggy; avoid drying completely. High humidity preferred; dry air causes crisp fronds. Soil: Moist, organic, well-draining fern mix.",medium_to_bright_indirect,even_moist,high,moist_fern_mix,Gentle airflow helps prevent disease while retaining humidity.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Lemon Button Fern, fern, Moisture-loving fern, plant care, rooted plant, local pickup"
rabbit-s-foot-fern,Rabbit's Foot Fern,Davallia fejeensis,,fern,FERN_MOIST,"Rabbit's Foot Fern is a fern valued for soft texture and lush foliage. Listings should mention humidity acclimation, pot size, and whether fronds have any normal shipping/cosmetic crisping.","Medium to bright indirect light; avoid hot direct sun. Keep evenly moist, not soggy; avoid drying completely. High humidity preferred; dry air causes crisp fronds. Soil: Moist, organic, well-draining fern mix.",medium_to_bright_indirect,even_moist,high,moist_fern_mix,Gentle airflow helps prevent disease while retaining humidity.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Rabbit's Foot Fern, fern, Moisture-loving fern, plant care, rooted plant, local pickup"
asparagus-fern,Asparagus Fern,Asparagus setaceus,,fern,FERN_MOIST,"Asparagus Fern is a fern valued for soft texture and lush foliage. Listings should mention humidity acclimation, pot size, and whether fronds have any normal shipping/cosmetic crisping.","Medium to bright indirect light; avoid hot direct sun. Keep evenly moist, not soggy; avoid drying completely. High humidity preferred; dry air causes crisp fronds. Soil: Moist, organic, well-draining fern mix.",medium_to_bright_indirect,even_moist,high,moist_fern_mix,Gentle airflow helps prevent disease while retaining humidity.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Asparagus Fern, fern, Moisture-loving fern, plant care, rooted plant, local pickup"
venus-flytrap,Venus Flytrap,Dionaea muscipula,,carnivorous,CARNIVOROUS,Venus Flytrap is a carnivorous plant usually sold to hobbyists who can provide mineral-free water and strong light. Listings should clearly state water requirements and shipping acclimation.,Very bright light; many need direct sun. Keep consistently wet with distilled/rain/RO water; avoid tap water minerals. Average to high depending on species; airflow still matters. Soil: Nutrient-poor peat/sphagnum and perlite/sand; never fertilized potting soil.,bright_to_direct,wet_bog,average_to_high,carnivorous_bog_mix,Use airflow to prevent mold in wet media.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Venus Flytrap, carnivorous, Carnivorous bog plant, plant care, rooted plant, local pickup"
tropical-pitcher-plant,Tropical Pitcher Plant,Nepenthes spp.,Nepenthes,carnivorous,CARNIVOROUS,Tropical Pitcher Plant is a carnivorous plant usually sold to hobbyists who can provide mineral-free water and strong light. Listings should clearly state water requirements and shipping acclimation.,Very bright light; many need direct sun. Keep consistently wet with distilled/rain/RO water; avoid tap water minerals. Average to high depending on species; airflow still matters. Soil: Nutrient-poor peat/sphagnum and perlite/sand; never fertilized potting soil.,bright_to_direct,wet_bog,average_to_high,carnivorous_bog_mix,Use airflow to prevent mold in wet media.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Tropical Pitcher Plant, carnivorous, Carnivorous bog plant, plant care, rooted plant, local pickup"
american-pitcher-plant,American Pitcher Plant,Sarracenia spp.,Sarracenia,carnivorous,CARNIVOROUS,American Pitcher Plant is a carnivorous plant usually sold to hobbyists who can provide mineral-free water and strong light. Listings should clearly state water requirements and shipping acclimation.,Very bright light; many need direct sun. Keep consistently wet with distilled/rain/RO water; avoid tap water minerals. Average to high depending on species; airflow still matters. Soil: Nutrient-poor peat/sphagnum and perlite/sand; never fertilized potting soil.,bright_to_direct,wet_bog,average_to_high,carnivorous_bog_mix,Use airflow to prevent mold in wet media.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"American Pitcher Plant, carnivorous, Carnivorous bog plant, plant care, rooted plant, local pickup"
sundew,Sundew,Drosera spp.,,carnivorous,CARNIVOROUS,Sundew is a carnivorous plant usually sold to hobbyists who can provide mineral-free water and strong light. Listings should clearly state water requirements and shipping acclimation.,Very bright light; many need direct sun. Keep consistently wet with distilled/rain/RO water; avoid tap water minerals. Average to high depending on species; airflow still matters. Soil: Nutrient-poor peat/sphagnum and perlite/sand; never fertilized potting soil.,bright_to_direct,wet_bog,average_to_high,carnivorous_bog_mix,Use airflow to prevent mold in wet media.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Sundew, carnivorous, Carnivorous bog plant, plant care, rooted plant, local pickup"
butterwort,Butterwort,Pinguicula spp.,,carnivorous,CARNIVOROUS,Butterwort is a carnivorous plant usually sold to hobbyists who can provide mineral-free water and strong light. Listings should clearly state water requirements and shipping acclimation.,Very bright light; many need direct sun. Keep consistently wet with distilled/rain/RO water; avoid tap water minerals. Average to high depending on species; airflow still matters. Soil: Nutrient-poor peat/sphagnum and perlite/sand; never fertilized potting soil.,bright_to_direct,wet_bog,average_to_high,carnivorous_bog_mix,Use airflow to prevent mold in wet media.,intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Butterwort, carnivorous, Carnivorous bog plant, plant care, rooted plant, local pickup"
sweet-basil,Sweet Basil,Ocimum basilicum,Basil,herb,HERB_MOIST,"Sweet Basil is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Sweet Basil, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
thai-basil,Thai Basil,Ocimum basilicum var. thyrsiflora,,herb,HERB_MOIST,"Thai Basil is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Thai Basil, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
mint,Mint,Mentha spp.,,herb,HERB_MOIST,"Mint is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Mint, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
spearmint,Spearmint,Mentha spicata,,herb,HERB_MOIST,"Spearmint is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Spearmint, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
